rok;ico;ci_type;paragraf;paragraf_nazev;par_skupina;par_oddil;polozka;polozka_nazev;druh;trida;seskupeni;podseskupeni;schvaleny_rozpocet;upraveny_rozpocet;skutecnost
2025;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4116;Ostatní neinvestiční přijaté transfery ze státního rozpočtu;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od rozpočtů ústřední úrovně;0.00;4795800.00;4795340.33
2025;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4121;Neinvestiční přijaté transfery od obcí;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od rozpočtů územní úrovně;170000.00;170000.00;170000.00
2025;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4122;Neinvestiční přijaté transfery od krajů;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční přijaté transfery od rozpočtů územní úrovně;0.00;85200.00;85200.00
2025;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4213;Investiční přijaté transfery ze státních fondů;Příjmy;Přijaté transfery;Investiční přijaté transfery;Investiční přijaté transfery od rozpočtů ústřední úrovně;0.00;386000.00;386000.00
2025;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4216;Ostatní investiční přijaté transfery ze státního rozpočtu;Příjmy;Přijaté transfery;Investiční přijaté transfery;Investiční přijaté transfery od rozpočtů ústřední úrovně;0.00;12094400.00;12094278.95
2025;00282618;2;0000;Pro příjmy (technický záznam);Příjmy;Příjmy;4222;Investiční přijaté transfery od krajů;Příjmy;Přijaté transfery;Investiční přijaté transfery;Investiční přijaté transfery od rozpočtů územní úrovně;0.00;162800.00;162800.00
2025;00282618;2;1012;Podnikání a restrukturalizace v zemědělství a potravinářství;Zemědělství, lesní hospodářství a rybářství;Zemědělství, lesní hospodářství a rybářství;2131;Příjem z pronájmu nebo pachtu pozemků;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;25000.00;28200.00;28139.20
2025;00282618;2;2122;Sběr a zpracování druhotných surovin;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;55000.00;72300.00;72228.00
2025;00282618;2;2169;Ostatní správa v průmyslu, stavebnictví, obchodu a službách;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;2212;Příjem sankčních plateb přijatých od jiných osob;Příjmy;Nedaňové příjmy;Přijaté sankční platby a vratky transferů;Přijaté sankční platby;95000.00;95000.00;90000.00
2025;00282618;2;2169;Ostatní správa v průmyslu, stavebnictví, obchodu a službách;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;5000.00;5000.00;1000.00
2025;00282618;2;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;2212;Příjem sankčních plateb přijatých od jiných osob;Příjmy;Nedaňové příjmy;Přijaté sankční platby a vratky transferů;Přijaté sankční platby;0.00;12100.00;12079.00
2025;00282618;2;2223;Bezpečnost silničního provozu;Průmyslová a ostatní odvětví hospodářství;Doprava;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;1800.00;1758.56
2025;00282618;2;2411;Záležitosti pošt;Průmyslová a ostatní odvětví hospodářství;Spoje;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;0.00;3100.00;1815.00
2025;00282618;2;2411;Záležitosti pošt;Průmyslová a ostatní odvětví hospodářství;Spoje;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;0.00;63400.00;60120.06
2025;00282618;2;3111;Mateřské školy;Služby pro fyzické osoby;Vzdělávání a školské služby;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;0.00;5000.00;4966.04
2025;00282618;2;3111;Mateřské školy;Služby pro fyzické osoby;Vzdělávání a školské služby;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;125000.00;175000.00;169391.42
2025;00282618;2;3119;Ostatní záležitosti základního vzdělávání;Služby pro fyzické osoby;Vzdělávání a školské služby;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;73000.00;87400.00;87350.00
2025;00282618;2;3312;Hudební činnost;Služby pro fyzické osoby;Kultura, církve a sdělovací prostředky;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;42000.00;134800.00;134800.00
2025;00282618;2;3314;Činnosti knihovnické;Služby pro fyzické osoby;Kultura, církve a sdělovací prostředky;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;20000.00;22100.00;22074.00
2025;00282618;2;3319;Ostatní záležitosti kultury;Služby pro fyzické osoby;Kultura, církve a sdělovací prostředky;2112;Příjem z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;1000.00;1000.00;0.00
2025;00282618;2;3341;Rozhlas a televize;Služby pro fyzické osoby;Kultura, církve a sdělovací prostředky;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;20000.00;24800.00;24730.00
2025;00282618;2;3349;Ostatní záležitosti sdělovacích prostředků;Služby pro fyzické osoby;Kultura, církve a sdělovací prostředky;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;36000.00;36000.00;27589.73
2025;00282618;2;3412;Sportovní zařízení ve vlastnictví obce;Služby pro fyzické osoby;Sport a zájmová činnost;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;24000.00;24000.00;24000.00
2025;00282618;2;3412;Sportovní zařízení ve vlastnictví obce;Služby pro fyzické osoby;Sport a zájmová činnost;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;87000.00;87000.00;81222.69
2025;00282618;2;3612;Bytové hospodářství;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;1700.00;1668.78
2025;00282618;2;3613;Nebytové hospodářství;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;460000.00;560600.00;560578.20
2025;00282618;2;3613;Nebytové hospodářství;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;1200000.00;1316300.00;1316283.20
2025;00282618;2;3613;Nebytové hospodářství;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2212;Příjem sankčních plateb přijatých od jiných osob;Příjmy;Nedaňové příjmy;Přijaté sankční platby a vratky transferů;Přijaté sankční platby;0.00;200.00;171.62
2025;00282618;2;3613;Nebytové hospodářství;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;640000.00;1312700.00;1312682.83
2025;00282618;2;3631;Veřejné osvětlení;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;13300.00;13279.00
2025;00282618;2;3632;Pohřebnictví;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2112;Příjem z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;30000.00;30000.00;27000.00
2025;00282618;2;3632;Pohřebnictví;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;30000.00;30000.00;30000.00
2025;00282618;2;3632;Pohřebnictví;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2139;Ostatní příjmy z pronájmu nebo pachtu majetku;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;50000.00;93100.00;93002.00
2025;00282618;2;3632;Pohřebnictví;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;13000.00;19200.00;19170.00
2025;00282618;2;3633;Výstavba a údržba místních inženýrských sítí;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;3113;Příjem z prodeje ostatního hmotného dlouhodobého majetku;Příjmy;Kapitálové příjmy;Příjem z prodeje dlouhodobého majetku a ostatní kapitálové příjmy;Příjem z prodeje dlouhodobého majetku (kromě drobného);0.00;291200.00;291197.00
2025;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2119;Ostatní příjmy z vlastní činnosti;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;85000.00;85000.00;49528.00
2025;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2131;Příjem z pronájmu nebo pachtu pozemků;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;53200.00;54300.00;54279.20
2025;00282618;2;3639;Komunální služby a územní rozvoj jinde nezařazené;Služby pro fyzické osoby;Bydlení, komunální služby a územní rozvoj;2329;Ostatní nedaňové příjmy jinde nezařazené;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;100.00;25.00
2025;00282618;2;3721;Sběr a svoz nebezpečných odpadů;Služby pro fyzické osoby;Ochrana životního prostředí;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;1000.00;1000.00;0.00
2025;00282618;2;3722;Sběr a svoz komunálních odpadů;Služby pro fyzické osoby;Ochrana životního prostředí;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;27000.00;30800.00;30720.00
2025;00282618;2;3723;Sběr a svoz ostatních odpadů jiných než nebezpečných a komunálních;Služby pro fyzické osoby;Ochrana životního prostředí;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;28000.00;38000.00;36636.00
2025;00282618;2;3724;Využívání a zneškodňování nebezpečných odpadů;Služby pro fyzické osoby;Ochrana životního prostředí;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;45000.00;45000.00;26154.57
2025;00282618;2;3725;Využívání a zneškodňování komunálních odpadů;Služby pro fyzické osoby;Ochrana životního prostředí;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;926000.00;974300.00;974232.72
2025;00282618;2;3745;Péče o vzhled obcí a veřejnou zeleň;Služby pro fyzické osoby;Ochrana životního prostředí;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;0.00;30100.00;30056.40
2025;00282618;2;3900;Ostatní činnosti související se službami pro fyzické osoby;Služby pro fyzické osoby;Ostatní činnosti související se službami pro fyzické osoby;2112;Příjem z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;10000.00;10000.00;9210.00
2025;00282618;2;3900;Ostatní činnosti související se službami pro fyzické osoby;Služby pro fyzické osoby;Ostatní činnosti související se službami pro fyzické osoby;2321;Přijaté peněžité neinvestiční dary;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;30000.00;30000.00
2025;00282618;2;3900;Ostatní činnosti související se službami pro fyzické osoby;Služby pro fyzické osoby;Ostatní činnosti související se službami pro fyzické osoby;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;30000.00;30000.00;0.00
2025;00282618;2;4357;Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;301000.00;308900.00;308840.00
2025;00282618;2;4357;Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;680000.00;680000.00;679562.00
2025;00282618;2;4357;Domovy pro osoby se zdravotním postižením a domovy se zvláštním režimem;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;93000.00;103900.00;103803.39
2025;00282618;2;4359;Ostatní služby a činnosti v oblasti sociální péče;Sociální věci a politika zaměstnanosti;Sociální služby a společné činnosti v sociálním zabezpečení a politice zaměstnanosti;2112;Příjem z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;1500000.00;1652800.00;1652770.00
2025;00282618;2;5512;Požární ochrana - dobrovolná část;Bezpečnost státu a právní ochrana;Požární ochrana a integrovaný záchranný systém;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;0.00;1000.00;915.02
2025;00282618;2;5512;Požární ochrana - dobrovolná část;Bezpečnost státu a právní ochrana;Požární ochrana a integrovaný záchranný systém;2322;Příjem z pojistných plnění;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;59900.00;59863.00
2025;00282618;2;5512;Požární ochrana - dobrovolná část;Bezpečnost státu a právní ochrana;Požární ochrana a integrovaný záchranný systém;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;44800.00;42888.13
2025;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2111;Příjem z poskytování služeb, výrobků, prací, výkonů a práv;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;2000.00;2900.00;2810.06
2025;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2112;Příjem z prodeje zboží (již nakoupeného za účelem prodeje);Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z vlastní činnosti;13000.00;19400.00;19395.00
2025;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2131;Příjem z pronájmu nebo pachtu pozemků;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;12000.00;45300.00;45288.00
2025;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2132;Příjem z pronájmu nebo pachtu ostatních nemovitých věcí a jejich částí;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Příjem z pronájmu nebo pachtu majetku;208000.00;208000.00;207950.00
2025;00282618;2;6171;Činnost místní správy;Všeobecná veřejná správa a služby;Státní moc, státní správa, územní samospráva a politické strany;2324;Přijaté neinvestiční příspěvky a náhrady;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;48000.00;54000.00;53959.93
2025;00282618;2;6223;Mezinárodní spolupráce jinde nezařazená;Všeobecná veřejná správa a služby;Jiné veřejné služby a činnosti;2329;Ostatní nedaňové příjmy jinde nezařazené;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;0.00;40000.00;0.00
2025;00282618;2;6310;Obecné příjmy a výdaje z finančních operací;Všeobecná veřejná správa a služby;Finanční operace;2141;Příjem z úroků;Příjmy;Nedaňové příjmy;Příjem z vlastní činnosti a odvody přebytků organizací s přímým vztahem;Přijaté výnosy z finančního majetku;0.00;464100.00;464038.89
2025;00282618;2;6330;Převody vlastním fondům v rozpočtech územní úrovně;Všeobecná veřejná správa a služby;Finanční operace;4134;Převody z rozpočtových účtů;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční převody z vlastních fondů a ve vztahu k útvarům bez právní osobnosti;0.00;0.00;883340.83
2025;00282618;2;6330;Převody vlastním fondům v rozpočtech územní úrovně;Všeobecná veřejná správa a služby;Finanční operace;4138;Převody z vlastní pokladny;Příjmy;Přijaté transfery;Neinvestiční přijaté transfery;Neinvestiční převody z vlastních fondů a ve vztahu k útvarům bez právní osobnosti;0.00;0.00;1230000.00
2025;00282618;2;6402;Finanční vypořádání;Všeobecná veřejná správa a služby;Ostatní činnosti;2329;Ostatní nedaňové příjmy jinde nezařazené;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;5200.00;0.00;0.00
2025;00282618;2;6409;Ostatní činnosti jinde nezařazené;Všeobecná veřejná správa a služby;Ostatní činnosti;2329;Ostatní nedaňové příjmy jinde nezařazené;Příjmy;Nedaňové příjmy;Příjem z prodeje neinvestičního majetku a ostatní nedaňové příjmy;Ostatní nedaňové příjmy;1000.00;1200.00;0.00
2025;00282618;3;2115;Úspora energie a obnovitelné zdroje;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;5021;Ostatní osobní výdaje;Výdaje;Běžné výdaje;Výdaje na platy a obdobné a související výdaje;Výdaje na ostatní platby za provedenou práci;20000.00;44800.00;44800.00
2025;00282618;3;2115;Úspora energie a obnovitelné zdroje;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup služeb;0.00;23300.00;23290.08
2025;00282618;3;2115;Úspora energie a obnovitelné zdroje;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;6121;Stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;80000.00;753000.00;573168.89
2025;00282618;3;2115;Úspora energie a obnovitelné zdroje;Průmyslová a ostatní odvětví hospodářství;Průmysl, stavebnictví, obchod a služby;6122;Stroje, přístroje a zařízení;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;0.00;241600.00;241540.20
2025;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5137;Drobný dlouhodobý hmotný majetek;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup materiálu;500000.00;400000.00;133758.24
2025;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup materiálu;50000.00;50000.00;40934.96
2025;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup služeb;40000.00;591000.00;560721.02
2025;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;5171;Opravy a udržování;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na ostatní nákupy;90000.00;635000.00;592780.37
2025;00282618;3;2212;Silnice;Průmyslová a ostatní odvětví hospodářství;Doprava;6121;Stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;8500000.00;10677700.00;10643761.97
2025;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5139;Nákup materiálu jinde nezařazený;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup materiálu;10000.00;10000.00;588.00
2025;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;5171;Opravy a udržování;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na ostatní nákupy;70000.00;238000.00;231007.12
2025;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;6121;Stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;15172100.00;13828900.00;9375778.44
2025;00282618;3;2219;Ostatní záležitosti pozemních komunikací;Průmyslová a ostatní odvětví hospodářství;Doprava;6349;Ostatní investiční transfery rozpočtům územní úrovně;Výdaje;Kapitálové výdaje;Investiční transfery;Investiční transfery rozpočtům územní úrovně;1408000.00;1408000.00;1408000.00
2025;00282618;3;2223;Bezpečnost silničního provozu;Průmyslová a ostatní odvětví hospodářství;Doprava;5154;Elektrická energie;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup vody, paliv a energie;17000.00;17000.00;15960.00
2025;00282618;3;2223;Bezpečnost silničního provozu;Průmyslová a ostatní odvětví hospodářství;Doprava;5162;Služby elektronických komunikací;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup služeb;10000.00;17000.00;16758.00
2025;00282618;3;2223;Bezpečnost silničního provozu;Průmyslová a ostatní odvětví hospodářství;Doprava;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup služeb;383000.00;383000.00;358740.80
2025;00282618;3;2292;Dopravní obslužnost veřejnými službami - linková;Průmyslová a ostatní odvětví hospodářství;Doprava;5323;Neinvestiční transfery krajům;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním osobám a mezi peněžními fondy téže osoby a platby daní;Neinvestiční transfery rozpočtům územní úrovně;325800.00;325800.00;325800.00
2025;00282618;3;2310;Pitná voda;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5329;Ostatní neinvestiční transfery rozpočtům územní úrovně;Výdaje;Běžné výdaje;Neinvestiční transfery veřejnoprávním osobám a mezi peněžními fondy téže osoby a platby daní;Neinvestiční transfery rozpočtům územní úrovně;97900.00;97900.00;97830.00
2025;00282618;3;2321;Odvádění a čištění odpadních vod a nakládání s kaly;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5169;Nákup ostatních služeb;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na nákup služeb;10000.00;74500.00;74493.00
2025;00282618;3;2321;Odvádění a čištění odpadních vod a nakládání s kaly;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;6121;Stavby;Výdaje;Kapitálové výdaje;Investiční nákupy a související výdaje;Pořízení dlouhodobého hmotného majetku;700000.00;655500.00;301497.59
2025;00282618;3;2333;Úpravy drobných vodních toků;Průmyslová a ostatní odvětví hospodářství;Vodní hospodářství;5171;Opravy a udržování;Výdaje;Běžné výdaje;Výdaje na neinvestiční nákupy a související výdaje;Výdaje na ostatní nákupy;671500.00;124200.00;0.00
